Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product, Price_per_Unit ,Units_Sold, Total_Sales , Operating_Profit ,Sales_Method
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Mens Athletic Footwear,20,98,1960,882,Online
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Womens Street Footwear,10,88,880,475,Online
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Womens Athletic Footwear,19,60,1140,593,Online
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Mens Apparel,32,65,2080,957,Online
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Womens Apparel,24,102,2448,1248,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Mens Street Footwear,23,174,4002,2161,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Mens Athletic Footwear,24,81,1944,953,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Womens Street Footwear,14,75,1050,546,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Womens Athletic Footwear,20,63,1260,668,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Mens Apparel,37,73,2701,1296,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Womens Apparel,28,116,3248,1656,Online
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Mens Street Footwear,39,181,7059,3812,Online
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Mens Athletic Footwear,38,113,4294,2147,Online
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Womens Street Footwear,34,91,3094,1702,Online
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Womens Athletic Footwear,34,78,2652,1406,Online
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Mens Apparel,42,85,3570,1678,Online
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Womens Apparel,44,111,4884,2686,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Mens Street Footwear,36,203,7308,3654,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Mens Athletic Footwear,32,106,3392,1662,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Womens Street Footwear,38,104,3952,2134,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Womens Athletic Footwear,37,98,3626,1886,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Mens Apparel,54,98,5292,2540,Online
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Womens Apparel,54,160,8640,4666,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Mens Street Footwear,50,233,11650,5825,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Mens Athletic Footwear,47,147,6909,3109,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Womens Street Footwear,43,126,5418,2763,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Womens Athletic Footwear,41,116,4756,2568,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Mens Apparel,55,119,6545,3207,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Womens Apparel,63,150,9450,5103,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Mens Street Footwear,55,210,11550,6237,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Mens Athletic Footwear,50,152,7600,3648,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Womens Street Footwear,47,126,5922,3079,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Womens Athletic Footwear,39,104,4056,2028,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Mens Apparel,48,113,5424,2658,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Womens Apparel,50,143,7150,3718,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Mens Street Footwear,48,182,8736,4543,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Mens Athletic Footwear,39,126,4914,2359,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Womens Street Footwear,14,88,1232,641,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Womens Athletic Footwear,14,88,1232,641,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Mens Apparel,23,94,2162,1081,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Womens Apparel,29,119,3451,1864,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Mens Street Footwear,27,150,4050,2025,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Mens Athletic Footwear,19,106,2014,906,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Womens Street Footwear,19,78,1482,741,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Womens Athletic Footwear,19,72,1368,725,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Mens Apparel,27,83,2241,1053,Online
West Gear,1197831,2021-10-21,South,Arkansas,Little Rock,Womens Apparel,29,104,3016,1598,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Mens Street Footwear,24,143,3432,1716,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Mens Athletic Footwear,14,94,1316,658,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Womens Street Footwear,23,90,2070,1056,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Womens Athletic Footwear,51,109,5559,2780,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Mens Apparel,69,91,6279,2951,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Womens Apparel,73,117,8541,4527,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Mens Street Footwear,67,203,13601,7481,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Mens Athletic Footwear,54,140,7560,3553,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Womens Street Footwear,55,126,6930,3742,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Womens Athletic Footwear,57,120,6840,3488,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Mens Apparel,64,112,7168,3512,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Womens Apparel,70,150,10500,5355,Online
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Mens Street Footwear,24,167,4008,2124,Online
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Mens Athletic Footwear,25,109,2725,1226,Online
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Womens Street Footwear,15,98,1470,809,Online
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Womens Athletic Footwear,18,65,1170,644,Online
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Mens Apparel,33,80,2640,1320,Online
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Womens Apparel,23,101,2323,1208,Online
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Mens Street Footwear,24,169,4056,2109,Online
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Mens Athletic Footwear,23,80,1840,846,Online
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Womens Street Footwear,15,91,1365,683,Online
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,19,49,931,475,Online
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Mens Apparel,34,75,2550,1199,Online
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Womens Apparel,18,98,1764,900,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Mens Street Footwear,19,154,2926,1463,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,19,73,1387,666,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Womens Street Footwear,9,80,720,360,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,20,34,680,340,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Mens Apparel,34,49,1666,783,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Womens Apparel,23,69,1587,857,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Mens Street Footwear,24,152,3648,1933,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,23,65,1495,718,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Womens Street Footwear,14,68,952,505,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,18,45,810,429,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Mens Apparel,38,53,2014,1007,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Womens Apparel,28,94,2632,1448,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Mens Street Footwear,36,167,6012,3246,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,39,87,3393,1527,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Womens Street Footwear,34,72,2448,1273,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,34,59,2006,1103,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Mens Apparel,43,75,3225,1451,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Womens Apparel,42,98,4116,2140,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Mens Street Footwear,38,156,5928,3023,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,33,88,2904,1307,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Womens Street Footwear,36,88,3168,1647,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,38,87,3306,1653,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Mens Apparel,51,87,4437,2085,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Womens Apparel,55,124,6820,3478,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Mens Street Footwear,50,182,9100,4732,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,45,117,5265,2633,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Womens Street Footwear,44,94,4136,2233,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,41,85,3485,1847,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Mens Apparel,59,98,5782,2660,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Womens Apparel,61,142,8662,4677,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Mens Street Footwear,56,189,10584,5398,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,51,113,5763,2709,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Womens Street Footwear,47,113,5311,2815,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,37,88,3256,1693,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Mens Apparel,47,81,3807,1713,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Womens Apparel,50,124,6200,3224,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Mens Street Footwear,49,150,7350,3969,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,38,98,3724,1676,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Womens Street Footwear,14,69,966,493,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,14,63,882,450,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Mens Apparel,23,68,1564,704,Online
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Womens Apparel,28,91,2548,1325,Online
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Mens Street Footwear,29,137,3973,2145,Online
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,19,88,1672,769,Online
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Womens Street Footwear,20,56,1120,571,Online
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,18,52,936,487,Online
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Mens Apparel,29,50,1450,696,Online
Kohls,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Womens Apparel,29,91,2639,1451,Online
Kohls,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Mens Street Footwear,23,133,3059,1652,Online
Kohls,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,14,78,1092,513,Online
Kohls,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Womens Street Footwear,23,74,1702,919,Online
Kohls,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,52,75,3900,2067,Online
Kohls,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Mens Apparel,71,77,5467,2679,Online
Kohls,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Womens Apparel,72,105,7560,3780,Online
Kohls,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Mens Street Footwear,64,169,10816,5949,Online
Kohls,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,58,119,6902,3106,Online
Kohls,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Womens Street Footwear,55,101,5555,2778,Online
Kohls,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,54,94,5076,2690,Online
Kohls,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Mens Apparel,69,81,5589,2683,Online
Kohls,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Womens Apparel,68,123,8364,4182,Online
Kohls,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Mens Street Footwear,23,149,3427,1679,Online
Kohls,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,23,91,2093,1026,Online
Kohls,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Womens Street Footwear,14,88,1232,591,Online
Kohls,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Womens Athletic Footwear,19,56,1064,521,Online
Kohls,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Mens Apparel,33,65,2145,1030,Online
Kohls,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Womens Apparel,23,102,2346,1173,Online
Kohls,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Mens Street Footwear,23,162,3726,1751,Online
Kohls,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Mens Athletic Footwear,23,65,1495,748,Online
Kohls,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Womens Street Footwear,14,75,1050,515,Online
Kohls,1197831,2021-02-14,Midwest,Kansas,Wichita,Womens Athletic Footwear,20,42,840,378,Online
Kohls,1197831,2021-02-14,Midwest,Kansas,Wichita,Mens Apparel,32,68,2176,1044,Online
Kohls,1197831,2021-02-14,Midwest,Kansas,Wichita,Womens Apparel,18,98,1764,864,Online
Kohls,1197831,2021-03-12,Midwest,Kansas,Wichita,Mens Street Footwear,20,153,3060,1499,Online
Kohls,1197831,2021-03-12,Midwest,Kansas,Wichita,Mens Athletic Footwear,19,59,1121,527,Online
Kohls,1197831,2021-03-12,Midwest,Kansas,Wichita,Womens Street Footwear,9,75,675,311,Online
Kohls,1197831,2021-03-12,Midwest,Kansas,Wichita,Womens Athletic Footwear,20,26,520,250,Online
Kohls,1197831,2021-03-12,Midwest,Kansas,Wichita,Mens Apparel,32,41,1312,604,Online
Kohls,1197831,2021-03-12,Midwest,Kansas,Wichita,Womens Apparel,23,65,1495,748,Online
Kohls,1197831,2021-04-13,Midwest,Kansas,Wichita,Mens Street Footwear,24,150,3600,1620,Online
Kohls,1197831,2021-04-13,Midwest,Kansas,Wichita,Mens Athletic Footwear,25,58,1450,696,Online
Kohls,1197831,2021-04-13,Midwest,Kansas,Wichita,Womens Street Footwear,14,60,840,420,Online
Kohls,1197831,2021-04-13,Midwest,Kansas,Wichita,Womens Athletic Footwear,19,35,665,299,Online
Kohls,1197831,2021-04-13,Midwest,Kansas,Wichita,Mens Apparel,39,38,1482,726,Online
Kohls,1197831,2021-04-13,Midwest,Kansas,Wichita,Womens Apparel,29,81,2349,1151,Online
Kohls,1197831,2021-05-12,Midwest,Kansas,Wichita,Mens Street Footwear,36,143,5148,2317,Online
Kohls,1197831,2021-05-12,Midwest,Kansas,Wichita,Mens Athletic Footwear,39,77,3003,1441,Online
Kohls,1197831,2021-05-12,Midwest,Kansas,Wichita,Womens Street Footwear,32,65,2080,1019,Online
Kohls,1197831,2021-05-12,Midwest,Kansas,Wichita,Womens Athletic Footwear,32,58,1856,928,Online
Kohls,1197831,2021-05-12,Midwest,Kansas,Wichita,Mens Apparel,43,56,2408,1204,Online
Kohls,1197831,2021-05-12,Midwest,Kansas,Wichita,Womens Apparel,42,94,3948,1777,Online
Kohls,1197831,2021-06-14,Midwest,Kansas,Wichita,Mens Street Footwear,37,144,5328,2664,Online
Kohls,1197831,2021-06-14,Midwest,Kansas,Wichita,Mens Athletic Footwear,32,94,3008,1444,Online
Kohls,1197831,2021-06-14,Midwest,Kansas,Wichita,Womens Street Footwear,37,81,2997,1379,Online
Kohls,1197831,2021-06-14,Midwest,Kansas,Wichita,Womens Athletic Footwear,38,80,3040,1368,Online
Kohls,1197831,2021-06-14,Midwest,Kansas,Wichita,Mens Apparel,54,83,4482,2151,Online
Kohls,1197831,2021-06-14,Midwest,Kansas,Wichita,Womens Apparel,58,117,6786,3325,Online
Kohls,1197831,2021-07-12,Midwest,Kansas,Wichita,Mens Street Footwear,51,182,9282,4641,Online
Kohls,1197831,2021-07-12,Midwest,Kansas,Wichita,Mens Athletic Footwear,49,119,5831,2916,Online
Kohls,1197831,2021-07-12,Midwest,Kansas,Wichita,Womens Street Footwear,42,102,4284,1971,Online
Kohls,1197831,2021-07-12,Midwest,Kansas,Wichita,Womens Athletic Footwear,43,75,3225,1580,Online
Kohls,1197831,2021-07-12,Midwest,Kansas,Wichita,Mens Apparel,56,91,5096,2344,Online
Kohls,1197831,2021-07-12,Midwest,Kansas,Wichita,Womens Apparel,60,140,8400,4116,Online
Kohls,1197831,2021-08-13,Midwest,Kansas,Wichita,Mens Street Footwear,56,189,10584,5292,Online
Kohls,1197831,2021-08-13,Midwest,Kansas,Wichita,Mens Athletic Footwear,51,111,5661,2547,Online
Kohls,1197831,2021-08-13,Midwest,Kansas,Wichita,Womens Street Footwear,47,102,4794,2397,Online
Kohls,1197831,2021-08-13,Midwest,Kansas,Wichita,Womens Athletic Footwear,37,90,3330,1632,Online
Kohls,1197831,2021-08-13,Midwest,Kansas,Wichita,Mens Apparel,47,69,3243,1622,Online
Kohls,1197831,2021-08-13,Midwest,Kansas,Wichita,Womens Apparel,52,113,5876,2938,Online
Kohls,1197831,2021-09-12,Midwest,Kansas,Wichita,Mens Street Footwear,47,165,7755,3878,Online
Kohls,1197831,2021-09-12,Midwest,Kansas,Wichita,Mens Athletic Footwear,38,91,3458,1556,Online
Kohls,1197831,2021-09-12,Midwest,Kansas,Wichita,Womens Street Footwear,15,75,1125,529,Online
Kohls,1197831,2021-09-12,Midwest,Kansas,Wichita,Womens Athletic Footwear,14,65,910,428,Online
Kohls,1197831,2021-09-12,Midwest,Kansas,Wichita,Mens Apparel,24,61,1464,717,Online
Kohls,1197831,2021-09-12,Midwest,Kansas,Wichita,Womens Apparel,29,94,2726,1336,Online
Kohls,1197831,2021-10-14,Midwest,Kansas,Wichita,Mens Street Footwear,29,145,4205,1934,Online
Kohls,1197831,2021-10-14,Midwest,Kansas,Wichita,Mens Athletic Footwear,19,85,1615,743,Online
Kohls,1197831,2021-10-14,Midwest,Kansas,Wichita,Womens Street Footwear,19,60,1140,536,Online
Kohls,1197831,2021-10-14,Midwest,Kansas,Wichita,Womens Athletic Footwear,19,47,893,429,Online
Kohls,1197831,2021-10-14,Midwest,Kansas,Wichita,Mens Apparel,29,46,1334,654,Online
Foot Locker,1197831,2021-10-14,Midwest,Kansas,Wichita,Womens Apparel,28,90,2520,1210,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Mens Street Footwear,23,122,2806,1319,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Mens Athletic Footwear,14,72,1008,504,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Womens Street Footwear,23,55,1265,633,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Womens Athletic Footwear,54,83,4482,2151,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Mens Apparel,68,70,4760,2190,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Womens Apparel,73,88,6424,2955,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Mens Street Footwear,66,150,9900,4950,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Mens Athletic Footwear,59,120,7080,3540,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Womens Street Footwear,58,95,5510,2535,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Womens Athletic Footwear,59,90,5310,2390,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Mens Apparel,64,81,5184,2592,Online
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Womens Apparel,68,112,7616,3503,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Mens Street Footwear,38,138,5244,2570,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Mens Athletic Footwear,37,80,2960,1184,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Womens Street Footwear,27,83,2241,986,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Womens Athletic Footwear,34,36,1224,490,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Mens Apparel,48,44,2112,993,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Womens Apparel,37,72,2664,1465,Online
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Mens Street Footwear,37,158,5846,2923,Online
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Mens Athletic Footwear,39,47,1833,807,Online
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Womens Street Footwear,29,59,1711,736,Online
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Womens Athletic Footwear,33,25,825,363,Online
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Mens Apparel,48,46,2208,994,Online
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Womens Apparel,32,80,2560,1408,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Mens Street Footwear,39,124,4836,2370,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Mens Athletic Footwear,37,50,1850,777,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Womens Street Footwear,27,59,1593,669,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Womens Athletic Footwear,33,23,759,334,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Mens Apparel,47,31,1457,729,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Womens Apparel,37,59,2183,1157,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Mens Street Footwear,38,113,4294,1975,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Mens Athletic Footwear,39,42,1638,672,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Womens Street Footwear,29,45,1305,522,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Womens Athletic Footwear,34,20,680,292,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Mens Apparel,56,29,1624,747,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Womens Apparel,48,61,2928,1552,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Mens Street Footwear,58,139,8062,3789,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Mens Athletic Footwear,45,60,2700,1215,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Womens Street Footwear,43,46,1978,831,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Womens Athletic Footwear,43,26,1118,503,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Mens Apparel,51,38,1938,969,Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Womens Apparel,58,68,3944,2011,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Mens Street Footwear,41,135,5535,2546,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Mens Athletic Footwear,39,70,2730,1092,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Womens Street Footwear,32,54,1728,743,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Womens Athletic Footwear,32,49,1568,706,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Mens Apparel,41,51,2091,941,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Womens Apparel,50,94,4700,2491,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Mens Street Footwear,47,154,7238,3329,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Mens Athletic Footwear,44,81,3564,1604,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Womens Street Footwear,37,61,2257,948,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Womens Athletic Footwear,38,44,1672,719,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Mens Apparel,49,52,2548,1172,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Womens Apparel,53,94,4982,2640,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Mens Street Footwear,49,131,6419,3081,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Mens Athletic Footwear,42,78,3276,1474,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Womens Street Footwear,36,65,2340,936,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Womens Athletic Footwear,38,58,2204,948,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Mens Apparel,47,46,2162,995,Online
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Womens Apparel,53,88,4664,2332,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Mens Street Footwear,42,138,5796,2608,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Mens Athletic Footwear,39,80,3120,1248,Online
